as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator
2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,493,Preapproval was not requested,2,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,986,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,183,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3362,98.69000244,73700,100.8000031,466,1085,
2017,480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,317,Preapproval was not requested,2,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,984,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Black or African American,3,,,,,,,,,Black or African American,3,,,,,,,,,Male,1,Female,2,66,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1,"Insufficient cash (downpayment, closing costs)",5,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2035,96.36000061,73700,106.4100037,412,693,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,568,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,1010,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,80,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1,Credit history,3,Collateral,4,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2042,94.76000214,73700,89.18000031,359,727,
2017,619877,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,355,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,942.02,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,133,Loan was not originated or was not sold in calendar year covered by register,0,Credit application incomplete,7,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4686,80.12999725,73700,61.27000046,572,933,
2017,2489805,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,6000,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,75,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,206,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1,Other,9,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4358,16.12999916,73700,286.4100037,1205,256,
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,562,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,434,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,376,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3368,35.47999954,73700,69.5,425,599,
2017,112837,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,100,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Richmond County,85,189.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,104,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,,5180,46.45000076,73700,109.5199966,1329,1787,
2017,3303298,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,705,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,146.02,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,462,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7748,16.32999992,73700,291.769989,1232,78,
2017,480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,3542,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,21,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,1938,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6735,24.60000038,73700,346.9899902,1311,61,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,117,Not applicable,3,Loan originated,1,"Dutchess County, Putnam County - NY",20524,New York,NY,36,Dutchess County,27,400.03,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,57,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4031,33.38999939,97100,78.47000122,971,1530,
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,435,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,1502,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,151,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2946,35.34000015,73700,157.9700012,542,908,
2017,1644,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,147,Preapproval was requested,1,Loan originated,1,Elmira - NY,21300,New York,NY,36,Chemung County,15,109,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,223,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5372,7.730000019,64600,146.8899994,1937,2165,
2017,30976,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,42,Not applicable,3,Loan originated,1,"Watertown, Fort Drum - NY",48060,New York,NY,36,Jefferson County,45,618,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,108,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7338,7.840000153,62400,113.3600006,2046,2949,
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,1236,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,135,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,216,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3694,33.24000168,73700,255.2899933,685,690,
2017,280110,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,160,Not applicable,3,Loan originated,1,"Buffalo, Cheektowaga, Niagara Falls - NY",15380,New York,NY,36,Erie County,29,8,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,48,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4729,7.590000153,68200,93.27999878,1279,2066,
2017,656733,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,500,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,613.01,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,113,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6281,43.93999863,73700,101.3700027,449,1281,
2017,15969,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,266,Not applicable,3,Loan originated,1,"Dutchess County, Putnam County - NY",20524,New York,NY,36,Dutchess County,27,801.03,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,102,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4836,19.55999947,97100,123.4300003,1465,1635,
2017,476810,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,117,Preapproval was not requested,2,Loan originated,1,"Buffalo, Cheektowaga, Niagara Falls - NY",15380,New York,NY,36,Erie County,29,8,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,41,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4729,7.590000153,68200,93.27999878,1279,2066,
2017,7776600008,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,130,Not applicable,3,Loan originated,1,"Buffalo, Cheektowaga, Niagara Falls - NY",15380,New York,NY,36,Erie County,29,86,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,104,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4588,6.599999905,68200,114.6500015,1445,1759,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,168,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Bronx County,5,421,Not Hispanic or Latino,2,Hispanic or Latino,1,White,5,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Male,1,89,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5654,91.86000061,73700,52.31999969,56,81,
